7/28,South Korea,KIM Yeji,Shooting - 10m Air Pistol Women,2,1
7/28,South Korea,OH Ye Jin,Shooting - 10m Air Pistol Women,1,1
7/28,India,Manu BHAKER,Shooting - 10m Air Pistol Women,3,1
7/28,Japan,AKAMA Liz,Skateboarding - Women's Street,2,1
7/28,Japan,YOSHIZAWA Coco,Skateboarding - Women's Street,1,1
7/28,Brazil,Rayssa LEAL,Skateboarding - Women's Street,3,1
7/28,Italy,Nicolo MARTINENGHI,Swimming - Men's 100m Breaststroke,1,1
7/28,United States,Nic FINK,Swimming - Men's 100m Breaststroke,2,1
7/28,Great Britain,Adam PEATY,Swimming - Men's 100m Breaststroke,2,1
7/28,United States,Carson FOSTER,Swimming - Men's 400m Individual Medley,3,1
7/28,Japan,MATSUSHITA Tomoyuki,Swimming - Men's 400m Individual Medley,2,1
7/28,France,Leon MARCHAND,Swimming - Men's 400m Individual Medley,1,1
7/28,United States,Torri HUSKE,Swimming - Women's 100m Butterfly,1,1
7/28,United States,Gretchen WALSH,Swimming - Women's 100m Butterfly,2,1
7/28,China,ZHANG Yufei,Swimming - Women's 100m Butterfly,3,1
7/28,South Korea,Archery Team,Women's Team,1,3
7/28,Mexico,Archery Team,Women's Team,3,3
7/28,China,Archery Team,Women's Team,2,3
7/29,Great Britain,Adam BURGESS,Canoe Slalom - Men's Canoe Single,2,1
7/29,Slovakia,Matej BENUS,Canoe Slalom - Men's Canoe Single,3,1
7/29,France,Nicolas GESTIN,Canoe Slalom - Men's Canoe Single,1,1
7/29,Great Britain,Thomas PIDCOCK,Cycling Mountain Bike - Men's Cross-country,1,1
7/29,South Africa,Alan HATHERLY,Cycling Mountain Bike - Men's Cross-country,3,1
7/29,France,Victor KORETZKY,Cycling Mountain Bike - Men's Cross-country,2,1
7/29,Australia,Christopher BURTON,Equestrian - Eventing Individual,2,1
7/29,Germany,Michael JUNG,Equestrian - Eventing Individual,1,1
7/29,Great Britain,Laura COLLETT,Equestrian - Eventing Individual,3,1
7/29,Japan,Equestrian Team,Eventing Team,3,4
7/29,France,Equestrian Team,Eventing Team,2,4
7/29,Great Britain,Equestrian Team,Eventing Team,1,4
7/29,Hong Kong,CHEUNG Ka Long,Fencing - Men's Foil Individual,1,1
7/29,United States,Nick ITKIN,Fencing - Men's Foil Individual,3,1
7/29,Italy,Filippo MACCHI,Fencing - Men's Foil Individual,2,1
7/29,Ukraine,Olga KHARLAN,Fencing - Women's Sabre Individual,3,1
7/29,France,Manon APITHY-BRUNET,Fencing - Women's Sabre Individual,1,1
7/29,France,Sara BALZER,Fencing - Women's Sabre Individual,2,1
7/29,Azerbaijan,Hidayat HEYDAROV,Judo - Men -73 kg,1,1
7/29,Japan,HASHIMOTO Soichi,Judo - Men -73 kg,3,1
7/29,France,Joan-Benjamin GABA,Judo - Men -73 kg,2,1
7/29,Republic of Moldova,Adil OSMANOV,Judo - Men -73 kg,3,1
7/29,Canada,Christa DEGUCHI,Judo - Women -57 kg,1,1
7/29,France,Sarah Leonie CYSIQUE,Judo - Women -57 kg,3,1
7/29,South Korea,HUH Mimi,Judo - Women -57 kg,2,1
7/29,Japan,FUNAKUBO Haruka,Judo - Women -57 kg,3,1
7/29,Canada,Diving Team,Men's Synchronised 10m Platform,3,2
7/29,Great Britain,Diving Team,Men's Synchronised 10m Platform,2,2
7/29,China,Diving Team,Men's Synchronised 10m Platform,1,2
7/29,France,Archery Team,Men's Team,2,3
7/29,United States,Artistic Gymnastics Team,Men's Team,3,5
7/29,Turkey,Archery Team,Men's Team,3,3
7/29,South Korea,Archery Team,Men's Team,1,3
7/29,Japan,Artistic Gymnastics Team,Men's Team,1,5
7/29,China,Artistic Gymnastics Team,Men's Team,2,5
7/29,Croatia,Miran MARICIC,Shooting - 10m Air Rifle Men,3,1
7/29,China,SHENG Lihao,Shooting - 10m Air Rifle Men,1,1
7/29,Sweden,Victor LINDGREN,Shooting - 10m Air Rifle Men,2,1
7/29,China,HUANG Yuting,Shooting - 10m Air Rifle Women,2,1
7/29,South Korea,BAN Hyojin,Shooting - 10m Air Rifle Women,1,1
7/29,Switzerland,Audrey GOGNIAT,Shooting - 10m Air Rifle Women,3,1
7/29,Japan,HORIGOME Yuto,Skateboarding - Men's Street,1,1
7/29,United States,Nyjah HUSTON,Skateboarding - Men's Street,3,1
7/29,United States,Jagger EATON,Skateboarding - Men's Street,2,1
7/29,China,XU Jiayu,Swimming - Men's 100m Backstroke,2,1
7/29,United States,Ryan MURPHY,Swimming - Men's 100m Backstroke,3,1
7/29,Italy,Thomas CECCON,Swimming - Men's 100m Backstroke,1,1
7/29,Great Britain,Matthew RICHARDS,Swimming - Men's 200m Freestyle,2,1
7/29,United States,Luke HOBSON,Swimming - Men's 200m Freestyle,3,1
7/29,Romania,David POPOVICI,Swimming - Men's 200m Freestyle,1,1
7/29,Ireland,Mona Mc SHARRY,Swimming - Women's 100m Breaststroke,3,1
7/29,South Africa,Tatjana SMITH,Swimming - Women's 100m Breaststroke,1,1
7/29,China,TANG Qianting,Swimming - Women's 100m Breaststroke,2,1
7/29,Australia,Ariarne TITMUS,Swimming - Women's 200m Freestyle,2,1
7/29,Australia,Mollie O'CALLAGHAN,Swimming - Women's 200m Freestyle,1,1
7/29,Hong Kong,HAUGHEY Siobhan Bernadette,Swimming - Women's 200m Freestyle,3,1
7/29,United States,Emma WEYANT,Swimming - Women's 400m Individual Medley,3,1
7/29,Canada,Summer McINTOSH,Swimming - Women's 400m Individual Medley,1,1
7/29,United States,Katie GRIMES,Swimming - Women's 400m Individual Medley,2,1
7/30,India,Shooting Team,10m Air Pistol Mixed Team,3,2
7/30,Serbia,Shooting Team,10m Air Pistol Mixed Team,1,2
7/30,Turkey,Shooting Team,10m Air Pistol Mixed Team,2,2
7/30,South Korea,LEE Joonhwan,Judo - Men -81 kg,3,1
7/30,Georgia,Tato GRIGALASHVILI,Judo - Men -81 kg,2,1
7/30,Tajikistan,Somon MAKHMADBEKOV,Judo - Men -81 kg,3,1
7/30,Japan,NAGASE Takanori,Judo - Men -81 kg,1,1
7/30,Slovenia,Andreja LESKI,Judo - Women -63 kg,1,1
7/30,Mexico,Prisca AWITI ALCARAZ,Judo - Women -63 kg,2,1
7/30,Kosovo,Laura FAZLIU,Judo - Women -63 kg,3,1
7/30,France,Clarisse AGBEGNENOU,Judo - Women -63 kg,3,1
7/30,Australia,Swimming Team,Men's 4 x 200m Freestyle Relay,3,6
7/30,Great Britain,Swimming Team,Men's 4 x 200m Freestyle Relay,1,6
7/30,United States,Swimming Team,Men's 4 x 200m Freestyle Relay,2,7
7/30,DPR Korea,Table Tennis Team,Mixed Doubles,2,2
7/30,China,Table Tennis Team,Mixed Doubles,1,2
7/30,South Korea,Table Tennis Team,Mixed Doubles,3,2
7/30,Great Britain,Nathan HALES,Shooting - Trap Men,1,1
7/30,Guatemala,Jean Pierre BROL CARDENAS,Shooting - Trap Men,3,1
7/30,China,QI Ying,Shooting - Trap Men,2,1
7/30,Ireland,Daniel WIFFEN,Swimming - Men's 800m Freestyle,1,1
7/30,United States,Bobby FINKE,Swimming - Men's 800m Freestyle,2,1
7/30,Italy,Gregorio PALTRINIERI,Swimming - Men's 800m Freestyle,3,1
7/30,United States,Katharine BERKOFF,Swimming - Women's 100m Backstroke,3,1
7/30,United States,Regan SMITH,Swimming - Women's 100m Backstroke,2,1
7/30,Australia,Kaylee McKEOWN,Swimming - Women's 100m Backstroke,1,1
7/30,United States,Rugby Sevens Team,Women,3,12
7/30,New Zealand,Rugby Sevens Team,Women,1,12
7/30,Canada,Rugby Sevens Team,Women,2,14
7/30,Poland,Fencing Team,Women's Épée Team,3,4
7/30,France,Fencing Team,Women's Épée Team,2,4
7/30,Italy,Fencing Team,Women's Épée Team,1,4
7/30,Italy,Artistic Gymnastics Team,Women's Team,2,5
7/30,Brazil,Artistic Gymnastics Team,Women's Team,3,5
7/30,United States,Artistic Gymnastics Team,Women's Team,1,5
7/31,China,XIAO Ruoteng,Artistic Gymnastics - Men's All-Around,3,1
7/31,China,ZHANG Boheng,Artistic Gymnastics - Men's All-Around,2,1
7/31,Japan,OKA Shinnosuke,Artistic Gymnastics - Men's All-Around,1,1
7/31,Australia,Jessica FOX,Canoe Slalom - Women's Canoe Single,1,1
7/31,United States,Evy LEIBFARTH,Canoe Slalom - Women's Canoe Single,3,1
7/31,Germany,Elena LILIK,Canoe Slalom - Women's Canoe Single,2,1
7/31,France,Anthony JEANJEAN,Cycling BMX Freestyle - Men's Park,3,1
7/31,Great Britain,Kieran Darren David REILLY,Cycling BMX Freestyle - Men's Park,2,1
7/31,Argentina,Jose TORRES GIL,Cycling BMX Freestyle - Men's Park,1,1
7/31,China,DENG Yawen,Cycling BMX Freestyle - Women's Park,1,1
7/31,Australia,Natalya DIEHM,Cycling BMX Freestyle - Women's Park,3,1
7/31,United States,Perris BENEGAS,Cycling BMX Freestyle - Women's Park,2,1
7/31,Greece,Theodoros TSELIDIS,Judo - Men -90 kg,3,1
7/31,Georgia,Lasha BEKAURI,Judo - Men -90 kg,1,1
7/31,Japan,MURAO Sanshiro,Judo - Men -90 kg,2,1
7/31,France,Maxime-Gael NGAYAP HAMBOU,Judo - Men -90 kg,3,1
7/31,Belgium,Gabriella WILLEMS,Judo - Women -70 kg,3,1
7/31,Croatia,Barbara MATIC,Judo - Women -70 kg,1,1
7/31,Austria,Michaela POLLERES,Judo - Women -70 kg,3,1
7/31,Germany,Miriam BUTKEREIT,Judo - Women -70 kg,2,1
7/31,Netherlands,Rowing Team,Men's Quadruple Sculls,1,4
7/31,Poland,Rowing Team,Men's Quadruple Sculls,3,4
7/31,Italy,Rowing Team,Men's Quadruple Sculls,2,4
7/31,France,Fencing Team,Men's Sabre Team,3,4
7/31,Hungary,Fencing Team,Men's Sabre Team,2,4
7/31,South Korea,Fencing Team,Men's Sabre Team,1,4
7/31,Australia,Penny SMITH,Shooting - Trap Women,3,1
7/31,Guatemala,Adriana RUANO OLIVA,Shooting - Trap Women,1,1
7/31,Italy,Silvana Maria STANCO,Shooting - Trap Women,2,1
7/31,Australia,Kyle CHALMERS,Swimming - Men's 100m Freestyle,2,1
7/31,Romania,David POPOVICI,Swimming - Men's 100m Freestyle,3,1
7/31,China,PAN Zhanle,Swimming - Men's 100m Freestyle,1,1
7/31,Australia,Zac STUBBLETY-COOK,Swimming - Men's 200m Breaststroke,2,1
7/31,France,Leon MARCHAND,Swimming - Men's 200m Breaststroke,1,1
7/31,Netherlands,Caspar CORBEAU,Swimming - Men's 200m Breaststroke,3,1
7/31,Canada,Ilya KHARUN,Swimming - Men's 200m Butterfly,3,1
7/31,France,Leon MARCHAND,Swimming - Men's 200m Butterfly,1,1
7/31,Hungary,Kristof MILAK,Swimming - Men's 200m Butterfly,2,1
7/31,United States,Torri HUSKE,Swimming - Women's 100m Freestyle,2,1
7/31,Hong Kong,HAUGHEY Siobhan Bernadette,Swimming - Women's 100m Freestyle,3,1
7/31,Sweden,Sarah SJOESTROEM,Swimming - Women's 100m Freestyle,1,1
7/31,France,Anastasiia KIRPICHNIKOVA,Swimming - Women's 1500m Freestyle,2,1
7/31,Germany,Isabel GOSE,Swimming - Women's 1500m Freestyle,3,1
7/31,United States,Katie LEDECKY,Swimming - Women's 1500m Freestyle,1,1
7/31,Great Britain,Alex YEE,Triathlon - Men's Individual,1,1
7/31,France,Leo BERGERE,Triathlon - Men's Individual,3,1
7/31,New Zealand,Hayden WILDE,Triathlon - Men's Individual,2,1
7/31,Switzerland,Julie DERRON,Triathlon - Women's Individual,2,1
7/31,France,Cassandre BEAUGRAND,Triathlon - Women's Individual,1,1
7/31,Great Britain,Beth POTTER,Triathlon - Women's Individual,3,1
7/31,Netherlands,Rowing Team,Women's Quadruple Sculls,2,4
7/31,Germany,Rowing Team,Women's Quadruple Sculls,3,4
7/31,Great Britain,Rowing Team,Women's Quadruple Sculls,1,4
7/31,Great Britain,Diving Team,Women's Synchronised 10m Platform,3,2
7/31,China,Diving Team,Women's Synchronised 10m Platform,1,2
7/31,DPR Korea,Diving Team,Women's Synchronised 10m Platform,2,2
8/01,United States,Sunisa LEE,Artistic Gymnastics - Women's All-Around,3,1
8/01,Brazil,Rebeca ANDRADE,Artistic Gymnastics - Women's All-Around,2,1
8/01,United States,Simone BILES,Artistic Gymnastics - Women's All-Around,1,1
8/01,Ecuador,Brian Daniel PINTADO,Athletics - Men's 20km Race Walk,1,1
8/01,Brazil,Caio BONFIM,Athletics - Men's 20km Race Walk,2,1
8/01,Spain,Alvaro MARTIN,Athletics - Men's 20km Race Walk,3,1
8/01,Puerto Rico,Maria PEREZ,Athletics - Women's 20km Race Walk,2,1
8/01,Australia,Jemima MONTAG,Athletics - Women's 20km Race Walk,3,1
8/01,China,YANG Jiayu,Athletics - Women's 20km Race Walk,1,1
8/01,Italy,Giovanni de GENNARO,Canoe Slalom - Men's Kayak Single,1,1
8/01,France,Titouan CASTRYCK,Canoe Slalom - Men's Kayak Single,2,1
8/01,Spain,Pau ECHANIZ,Canoe Slalom - Men's Kayak Single,3,1
8/01,Azerbaijan,Zelym KOTSOIEV,Judo - Men -100 kg,1,1
8/01,Israel,Peter PALTCHIK,Judo - Men -100 kg,3,1
8/01,Uzbekistan,Muzaffarbek TUROBOYEV,Judo - Men -100 kg,3,1
8/01,Georgia,Ilia SULAMANIDZE,Judo - Men -100 kg,2,1
8/01,Portugal,Patricia SAMPAIO,Judo - Women -78 kg,3,1
8/01,China,MA Zhenzhao,Judo - Women -78 kg,3,1
8/01,Israel,Inbar LANIR,Judo - Women -78 kg,2,1
8/01,Italy,Alice BELLANDI,Judo - Women -78 kg,1,1
8/01,Ireland,Rowing Team,Men's Double Sculls,3,2
8/01,Netherlands,Rowing Team,Men's Double Sculls,2,2
8/01,Romania,Rowing Team,Men's Double Sculls,1,2
8/01,United States,Rowing Team,Men's Four,1,4
8/01,Great Britain,Rowing Team,Men's Four,3,4
8/01,New Zealand,Rowing Team,Men's Four,2,4
8/01,China,LIU Yukun,Shooting - 50m Rifle 3 Positions Men,1,1
8/01,Ukraine,Serhiy KULISH,Shooting - 50m Rifle 3 Positions Men,2,1
8/01,India,Swapnil KUSALE,Shooting - 50m Rifle 3 Positions Men,3,1
8/01,Switzerland,Roman MITYUKOV,Swimming - Men's 200m Backstroke,3,1
8/01,Greece,Apostolos CHRISTOU,Swimming - Men's 200m Backstroke,2,1
8/01,Hungary,Hubert KOS,Swimming - Men's 200m Backstroke,1,1
8/01,United States,Kate DOUGLASS,Swimming - Women's 200m Breaststroke,1,1
8/01,Netherlands,Tes SCHOUTEN,Swimming - Women's 200m Breaststroke,3,1
8/01,South Africa,Tatjana SMITH,Swimming - Women's 200m Breaststroke,2,1
8/01,Canada,Summer McINTOSH,Swimming - Women's 200m Butterfly,1,1
8/01,United States,Regan SMITH,Swimming - Women's 200m Butterfly,2,1
8/01,China,ZHANG Yufei,Swimming - Women's 200m Butterfly,3,1
8/01,United States,Swimming Team,Women's 4 x 200m Freestyle Relay,2,7
8/01,China,Swimming Team,Women's 4 x 200m Freestyle Relay,3,6
8/01,Australia,Swimming Team,Women's 4 x 200m Freestyle Relay,1,6
8/01,Romania,Rowing Team,Women's Double Sculls,2,2
8/01,Great Britain,Rowing Team,Women's Double Sculls,3,2
8/01,New Zealand,Rowing Team,Women's Double Sculls,1,2
8/01,United States,Fencing Team,Women's Foil Team,1,4
8/01,Japan,Fencing Team,Women's Foil Team,3,4
8/01,Italy,Fencing Team,Women's Foil Team,2,4
8/01,Great Britain,Rowing Team,Women's Four,2,4
8/01,Netherlands,Rowing Team,Women's Four,1,4
8/01,New Zealand,Rowing Team,Women's Four,3,4
8/02,United States,Grant FISHER,Athletics - Men's 10000m,3,1
8/02,Ethiopia,Berihu AREGAWI,Athletics - Men's 10000m,2,1
8/02,Uganda,Joshua CHEPTEGEI,Athletics - Men's 10000m,1,1
8/02,France,Romain MAHIEU,Cycling BMX Racing - Men,3,1
8/02,France,Joris DAUDET,Cycling BMX Racing - Men,1,1
8/02,France,Sylvain ANDRE,Cycling BMX Racing - Men,2,1
8/02,Netherlands,Manon VEENSTRA,Cycling BMX Racing - Women,2,1
8/02,Australia,Saya SAKAKIBARA,Cycling BMX Racing - Women,1,1
8/02,Switzerland,Zoe CLAESSENS,Cycling BMX Racing - Women,3,1
8/02,France,Teddy RINER,Judo - Men +100 kg,1,1
8/02,South Korea,KIM Minjong,Judo - Men +100 kg,2,1
8/02,Tajikistan,Temur RAKHIMOV,Judo - Men +100 kg,3,1
8/02,Uzbekistan,Alisher YUSUPOV,Judo - Men +100 kg,3,1
8/02,France,Romane DICKO,Judo - Women +78 kg,3,1
8/02,Brazil,Beatriz SOUZA,Judo - Women +78 kg,1,1
8/02,South Korea,KIM Hayun,Judo - Women +78 kg,3,1
8/02,Israel,Raz HERSHKO,Judo - Women +78 kg,2,1
8/02,United States,Equestrian Team,Jumping Team,2,4
8/02,France,Equestrian Team,Jumping Team,3,4
8/02,Great Britain,Equestrian Team,Jumping Team,1,4
8/02,Italy,Rowing Team,Lightweight Men's Double Sculls,2,2
8/02,Ireland,Rowing Team,Lightweight Men's Double Sculls,1,2
8/02,Greece,Rowing Team,Lightweight Men's Double Sculls,3,2
8/02,Greece,Rowing Team,Lightweight Women's Double Sculls,3,2
8/02,Great Britain,Rowing Team,Lightweight Women's Double Sculls,1,2
8/02,Romania,Rowing Team,Lightweight Women's Double Sculls,2,2
8/02,Czechia,Fencing Team,Men's Épée Team,3,4
8/02,Hungary,Fencing Team,Men's Épée Team,1,4
8/02,Japan,Fencing Team,Men's Épée Team,2,4
8/02,Croatia,Rowing Team,Men's Pair,1,2
8/02,Great Britain,Rowing Team,Men's Pair,2,2
8/02,Switzerland,Rowing Team,Men's Pair,3,2
8/02,United States,Sailing Team,Men's Skiff,3,2
8/02,New Zealand,Sailing Team,Men's Skiff,2,2
8/02,Spain,Sailing Team,Men's Skiff,1,2
8/02,China,Diving Team,Men's Synchronised 3m Springboard,1,2
8/02,Great Britain,Diving Team,Men's Synchronised 3m Springboard,3,2
8/02,Mexico,Diving Team,Men's Synchronised 3m Springboard,2,2
8/02,Czechia,Tennis Team,Mixed Doubles,1,2
8/02,China,Badminton Team,Mixed Doubles,1,2
8/02,South Korea,Badminton Team,Mixed Doubles,2,2
8/02,Japan,Badminton Team,Mixed Doubles,3,2
8/02,Canada,Tennis Team,Mixed Doubles,3,2
8/02,China,Tennis Team,Mixed Doubles,2,2
8/02,United States,Archery Team,Mixed Team,3,2
8/02,Germany,Archery Team,Mixed Team,2,2
8/02,South Korea,Archery Team,Mixed Team,1,2
8/02,China,ZHANG Qiongyue,Shooting - 50m Rifle 3 Positions Women,3,1
8/02,Switzerland,Chiara LEONE,Shooting - 50m Rifle 3 Positions Women,1,1
8/02,United States,Sagen MADDALENA,Shooting - 50m Rifle 3 Positions Women,2,1
8/02,Great Britain,Duncan SCOTT,Swimming - Men's 200m Individual Medley,2,1
8/02,China,WANG Shun,Swimming - Men's 200m Individual Medley,3,1
8/02,France,Leon MARCHAND,Swimming - Men's 200m Individual Medley,1,1
8/02,Australia,Cameron McEVOY,Swimming - Men's 50m Freestyle,1,1
8/02,France,Florent MANAUDOU,Swimming - Men's 50m Freestyle,3,1
8/02,Great Britain,Benjamin PROUD,Swimming - Men's 50m Freestyle,2,1
8/02,United States,Regan SMITH,Swimming - Women's 200m Backstroke,2,1
8/02,Australia,Kaylee McKEOWN,Swimming - Women's 200m Backstroke,1,1
8/02,Canada,Kylie MASSE,Swimming - Women's 200m Backstroke,3,1
8/02,Poland,Iga SWIATEK,Tennis - Women's Singles,3,1
8/02,China,WANG Zisai,Trampoline - Men,2,1
8/02,Individual Neutral Athletes,Ivan LITVINOVICH,Trampoline - Men,1,1
8/02,China,YAN Langyu,Trampoline - Men,3,1
8/02,Individual Neutral Athletes,Viyaleta BARDZILOUSKAYA,Trampoline - Women,2,1
8/02,Canada,Sophiane METHOT,Trampoline - Women,3,1
8/02,Great Britain,Bryony PAGE,Trampoline - Women,1,1
8/02,Netherlands,Rowing Team,Women's Pair,1,2
8/02,Australia,Rowing Team,Women's Pair,3,2
8/02,Romania,Rowing Team,Women's Pair,2,2
8/02,Sweden,Sailing Team,Women's Skiff,2,2
8/02,France,Sailing Team,Women's Skiff,3,2
8/02,Netherlands,Sailing Team,Women's Skiff,1,2
8/03,Great Britain,Athletics Team,4 x 400m Relay Mixed,3,9
8/03,Netherlands,Athletics Team,4 x 400m Relay Mixed,1,6
8/03,United States,Athletics Team,4 x 400m Relay Mixed,2,6
8/03,South Korea,LIM Sihyeon,Archery - Women's Individual,1,1
8/03,France,Lisa BARBELIN,Archery - Women's Individual,3,1
8/03,South Korea,NAM Suhyeon,Archery - Women's Individual,2,1
8/03,Israel,Artem DOLGOPYAT,Artistic Gymnastics - Men's Floor Exercise,2,1
8/03,Philippines,Carlos Edriel YULO,Artistic Gymnastics - Men's Floor Exercise,1,1
8/03,Great Britain,Jake JARMAN,Artistic Gymnastics - Men's Floor Exercise,3,1
8/03,Ireland,Rhys MC CLENAGHAN,Artistic Gymnastics - Men's Pommel Horse,1,1
8/03,Kazakhstan,Nariman KURBANOV,Artistic Gymnastics - Men's Pommel Horse,2,1
8/03,United States,Stephen NEDOROSCIK,Artistic Gymnastics - Men's Pommel Horse,3,1
8/03,United States,Jade CAREY,Artistic Gymnastics - Women's Vault,3,1
8/03,Brazil,Rebeca ANDRADE,Artistic Gymnastics - Women's Vault,2,1
8/03,United States,Simone BILES,Artistic Gymnastics - Women's Vault,1,1
8/03,Norway,Markus ROOTH,Athletics - Men's Decathlon,1,1
8/03,Germany,Leo NEUGEBAUER,Athletics - Men's Decathlon,2,1
8/03,Grenada,Lindon VICTOR,Athletics - Men's Decathlon,3,1
8/03,United States,Ryan CROUSER,Athletics - Men's Shot Put,1,1
8/03,Jamaica,Rajindra CAMPBELL,Athletics - Men's Shot Put,3,1
8/03,United States,Joe KOVACS,Athletics - Men's Shot Put,2,1
8/03,United States,Sha'carri RICHARDSON,Athletics - Women's 100m,2,1
8/03,United States,Melissa JEFFERSON,Athletics - Women's 100m,3,1
8/03,Saint Lucia,Julien ALFRED,Athletics - Women's 100m,1,1
8/03,United States,Jasmine MOORE,Athletics - Women's Triple Jump,3,1
8/03,Jamaica,Shanieka RICKETTS,Athletics - Women's Triple Jump,2,1
8/03,Dominica,Thea LAFOND,Athletics - Women's Triple Jump,1,1
8/03,Brazil,Beatriz Iasmin SOARES FERREIRA,Boxing - Women's 60kg,3,1
8/03,Chinese Taipei,WU Shih Yi,Boxing - Women's 60kg,3,1
8/03,France,Valentin MADOUAS,Cycling Road - Men's Road Race,2,1
8/03,Belgium,Remco EVENEPOEL,Cycling Road - Men's Road Race,1,1
8/03,France,Christophe LAPORTE,Cycling Road - Men's Road Race,3,1
8/03,Germany,Equestrian Team,Dressage Team,1,4
8/03,Denmark,Equestrian Team,Dressage Team,2,4
